year,county,POP_TOTAL,POP_F_0TO11,POP_F_12TO17,POP_F_18TO39,POP_F_40UP,POP_F_TOTAL,POP_M_0TO11,POP_M_12TO17,POP_M_18TO39,POP_M_40UP,POP_M_TOTAL,SRS_AG_ASSLT,SRS_ARSON,SRS_BURGLARY,SRS_MURDER,SRS_MVT,SRS_RAPE,SRS_ROBBERY,SRS_THEFT,SRS_TOTAL,NIB_ANIMALCR,NIB_ARSON,NIB_ASSAULT,NIB_BRIBERY,NIB_BURGLARY,NIB_DESTPROP,NIB_DRUGVIOL,NIB_EXTORTION,NIB_FORGERY,NIB_FSEX,NIB_GAMBVIOL,NIB_HTRFFCKNG,NIB_KIDNAP,NIB_MNSLGHTR,NIB_MURDER,NIB_NFSEX,NIB_PORN,NIB_PROPTOT,NIB_PROST,NIB_PRSNTOT,NIB_ROBBERY,NIB_SCTYTOT,NIB_THEFT,NIB_TOTAL,NIB_VIOLNCO,NIB_WEAPVIOL,ARR_AG_ASSLT,ARR_ARSON,ARR_BURGLARY,ARR_DRUG_CR,ARR_MURDER,ARR_MVT,ARR_OTHCRIME,ARR_RAPE,ARR_ROBBERY,ARR_THEFT,ARR_TOTAL,ARN_ANIMALCR,ARN_ARSON,ARN_ASSAULT,ARN_BRIBERY,ARN_BURGLARY,ARN_DESTPROP,ARN_DRUGVIOL,ARN_EXTORTION,ARN_FORGERY,ARN_FSEX,ARN_GAMBVIOL,ARN_GROUP_B,ARN_HACKCOMP,ARN_HTRFFCKNG,ARN_KIDNAP,ARN_MNSLGHTR,ARN_MURDER,ARN_NFSEX,ARN_PORN,ARN_PROST,ARN_ROBBERY,ARN_THEFT,ARN_TOTAL,ARN_VIOLNCO,ARN_WEAPVIOL,SCF_ASSAULT,SCF_DRUG_CR,SCF_HOMICIDE,SCF_MVT,SCF_OTHFELON,SCF_PROPCR,SCF_ROBBERY,SCF_SEXCR,SCF_TOTAL,JDP_OTHRADP,JDP_POST_ADP,JDP_PRE_ADP,JDP_CAPACITY,JDP_TOTALADP,JST_ASSAULT,JST_BURGLARY,JST_DRUG_CR,JST_MNSLGHTR,JST_MURDER,JST_OTHCRIME,JST_OTHPROPCR,JST_ROBBERY,JST_SEXCR,JST_TOTAL,JST_UNKNOWN,AJS_ASSAULT,AJS_AVG_SENT,AJS_BURGLARY,AJS_DRUG_CR,AJS_MNSLGHTR,AJS_MURDER,AJS_OTHCRIME,AJS_OTHPROPCR,AJS_ROBBERY,AJS_SEXCR,AJS_UNKNOWN,PDP_NEW_ADM,PDP_OTHER,PDP_PAROLE_V,PDP_READM,PDP_TOTAL,PST_ASSAULT,PST_BURGLARY,PST_DRUG_CR,PST_MNSLGHTR,PST_MURDER,PST_OTHCRIME,PST_OTHPROPCR,PST_ROBBERY,PST_SEXCR,PST_TOTAL,PST_UNKNOWN,APS_ASSAULT,APS_AVG_SENT,APS_BURGLARY,APS_DRUG_CR,APS_MNSLGHTR,APS_MURDER,APS_OTHCRIME,APS_OTHPROPCR,APS_ROBBERY,APS_SEXCR,APS_UNKNOWN,JRR_AG_ASSLT,JRR_ARSON,JRR_BURGLARY,JRR_DRUG_CR,JRR_MURDER,JRR_MVT,JRR_OTHFELCRIME,JRR_RAPE,JRR_ROBBERY,JRR_THEFT,JRR_TOTAL,JRN_ANIMALCR,JRN_ARSON,JRN_ASSAULT,JRN_BRIBERY,JRN_BURGLARY,JRN_DESTPROP,JRN_DRUGVIOL,JRN_EXTORTION,JRN_FORGERY,JRN_FSEX,JRN_GROUP_B,JRN_HACKCOMP,JRN_KIDNAP,JRN_MNSLGHTR,JRN_MURDER,JRN_NFSEX,JRN_PORN,JRN_PROST,JRN_ROBBERY,JRN_THEFT,JRN_TOTAL,JRN_VIOLNCO,JRN_WEAPVIOL,JAD_DOC_ADM,JAD_NEW_ADM,JAD_READM,JAD_PAROLE_R,JAD_TOTAL,JUV_ARSON,JUV_ASSAULT,JUV_BURGLARY,JUV_DRUG_CR,JUV_HOMICIDE,JUV_KIDNAP,JUV_MVCR,JUV_OBSGOV,JUV_OTHER,JUV_OTHPROPCR,JUV_PUBDIST,JUV_SEXCR,JUV_TOTAL,JUV_WEAPVIOL,MIN_ARSON,MIN_ASSAULT,MIN_AVG_MIN_DISP,MIN_BURGLARY,MIN_DRUG_CR,MIN_HOMICIDE,MIN_KIDNAP,MIN_MVCR,MIN_OBSGOV,MIN_OTHER,MIN_OTHPROPCR,MIN_PUBDIST,MIN_SEXCR,MIN_WEAPVIOL,MAX_ARSON,MAX_ASSAULT,MAX_AVG_MAX_DISP,MAX_BURGLARY,MAX_DRUG_CR,MAX_HOMICIDE,MAX_KIDNAP,MAX_MVCR,MAX_OBSGOV,MAX_OTHER,MAX_OTHPROPCR,MAX_PUBDIST,MAX_SEXCR,MAX_WEAPVIOL
2014,WHATCOM,207600,13331,7648,32937,50639,104555,14262,7674,33765,47344,103045,0,0,0,0,0,0,0,0,0,0,22,1718,0,1410,2335,843,2,320,160,0,0,46,1,2,9,12,11195,30,2415,86,1019,7020,14629,479,134,0,0,0,0,0,0,0,0,0,0,0,0,2,782,0,203,167,419,0,32,42,0,1685,0,0,24,0,1,5,3,6,47,1329,5028,222,59,223,390,14,24,159,428,45,79,1362,-99,-99,-99,298,408,105,26,157,0,0,58,219,5,4,574,0,4.5,3.3,3.2,2.9,0,0,3.8,2.8,5.2,2.4,0,117,2,303,141,260,66,15,98,3,3,31,83,13,12,324,0,36.9,31.1,29.9,24.5,63.7,180,32.1,22.5,37.5,58.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,0,16,31,78,0,1,3,117,0,0,0,0,1,1,0,6,208,532,0,7,0,8,5,0,13,42,47,30,37,0,0,7,12,20,94,32,3,332,8,12.71428571,31.23404255,17.20481928,9.733333333,15.97297297,0,0,60.57142857,4,21.45,11.45744681,2.625,154,37.875,13.54761905,37.4893617,19.73493976,14.63333333,18.43243243,0,0,60.57142857,4,21.45,12.20212766,2.625,193.6666667,48.375
2015,WHATCOM,209790,13416,7650,32967,51508,105541,14284,7716,33741,48507,104249,0,0,0,0,0,0,0,0,0,0,16,1751,0,1147,2161,755,4,219,160,0,0,37,1,6,18,22,10165,13,2390,63,882,6555,13437,417,92,0,0,0,0,0,0,0,0,0,0,0,0,2,773,0,166,149,397,0,27,27,0,1498,0,0,15,0,6,6,1,0,39,1106,4449,207,30,239,362,12,26,244,416,53,73,1425,-99,-99,-99,298,358,66,25,135,0,0,81,181,3,5,496,0,4.3,3.1,3.4,3,0,0,2.7,2.7,3.8,7.4,0,158,4,426,150,312,74,29,86,2,4,30,75,6,21,327,0,36.7,36.4,31.3,26.3,154,275.3,31.1,23.8,59.5,73.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,21,26,53,0,0,3,99,0,2,0,0,0,1,0,6,135,427,2,4,0,9,4,2,13,17,38,33,63,1,0,4,13,26,95,22,5,326,9,4.058823529,19.5,21.58588957,31.84848485,8.904761905,1407,0,185.75,25.23076923,6,17.07368421,2.909090909,51.8,4,4.058823529,20.23684211,26.41717791,42.45454545,10.68253968,1407,0,185.75,25.23076923,6,27.61052632,2.909090909,68.6,4
2016,WHATCOM,212540,13620,7558,32767,52877,106822,14520,7660,33579,49959,105718,0,0,0,0,0,0,0,0,0,0,32,1793,1,1388,2259,822,3,205,200,0,0,53,0,4,22,24,10902,9,2470,69,976,6945,14348,398,121,0,0,0,0,0,0,0,0,0,0,0,0,6,786,1,199,163,444,0,17,39,0,1379,0,0,21,2,1,3,4,3,34,1199,4537,196,40,258,424,7,28,218,460,33,89,1517,-99,-99,-99,298,320,64,13,126,0,0,83,195,4,9,494,0,4.6,3.1,3.8,3,0,0,2.5,2.8,5.3,6.3,0,125,2,620,143,270,69,19,78,6,1,42,76,7,18,316,0,25.5,29.7,46.1,22.4,82,120,21.9,24.9,44.1,70.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,14,8,37,0,0,3,91,0,0,0,0,2,1,0,7,107,315,0,1,0,17,2,4,19,18,36,33,26,0,1,1,5,13,50,16,6,215,10,4.222222222,60.36111111,39.24186047,65.03030303,12.53846154,0,20,14,1.8,13.61538462,10.26,2.875,182,184.5,4.222222222,64.63888889,43.86511628,67.15151515,14.96153846,0,20,14,1.8,15.76923077,13.2,2.875,270.6666667,184.5
2017,WHATCOM,216300,13842,7586,32903,54322,108653,14762,7721,33693,51471,107647,0,0,0,0,0,0,0,0,0,0,25,1801,1,1161,2178,1019,10,240,181,0,0,35,0,4,19,31,10079,4,2515,96,1169,6368,13763,475,115,0,0,0,0,0,0,0,0,0,0,0,0,4,822,1,203,197,500,0,25,28,0,1231,0,0,17,0,4,1,5,0,48,1280,4630,236,28,245,498,7,22,210,457,52,94,1585,-99,-99,-99,148,320,71,23,172,0,0,114,200,0,6,586,0,4.4,3.3,4.4,2.7,0,0,4.1,2.9,0,4,0,142,1,742,148,291,71,26,86,3,4,39,78,14,23,344,0,33.2,32.9,31.5,24.3,87,196.5,23.6,23.9,49.8,66.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58,0,20,20,42,0,0,4,64,0,0,0,0,0,9,0,8,148,378,0,3,1,8,3,2,12,17,25,10,30,0,0,3,7,5,44,10,4,156,1,9.705882353,11.08,23.26282051,16.7,2.966666667,0,0,7,4.142857143,7.6,45.31818182,3,152.25,210,18.35294118,12.48,30.26282051,31.4,2.966666667,0,0,7,4.142857143,7.6,52.95454545,3,259,210
2018,WHATCOM,220350,13996,7656,33294,55751,110696,14891,7806,34079,52878,109654,0,0,0,0,0,0,0,0,0,2,23,1786,0,971,2283,829,11,233,150,0,0,44,0,2,11,22,9122,9,2503,79,967,5522,12592,510,105,0,0,0,0,0,0,0,0,0,0,0,2,5,792,0,182,170,435,0,17,33,0,1333,0,0,23,0,3,2,1,1,41,944,4260,245,31,265,501,7,35,249,435,43,83,1618,-99,-99,-99,148,314,88,19,199,0,0,85,196,3,7,597,0,4.7,2.6,3.4,2,0,0,3,2.1,6.7,3.3,0,129,1,812,133,263,63,21,80,3,1,36,86,4,21,315,0,34.8,32.5,29.3,28.7,115.7,123,26.9,24.7,28.8,69.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,0,13,76,30,0,0,9,88,0,1,0,0,0,3,0,10,105,424,2,10,0,6,1,1,7,32,34,30,36,0,0,9,10,14,58,13,11,259,12,5.78125,26.88235294,15.1969112,2.766666667,3.277777778,0,0,0.333333333,3.3,2.5,22.44827586,1.692307692,89.90909091,21,6.875,32.23529412,22.00772201,2.766666667,3.277777778,0,0,0.333333333,3.3,2.5,31.62068966,1.692307692,165.6363636,36.16666667
2019,WHATCOM,225300,14135,7782,33852,57423,113193,15011,7938,34664,54494,112107,0,0,0,0,0,0,0,0,0,3,17,1799,0,865,1720,643,13,209,125,0,0,41,0,9,11,34,8114,15,2506,84,821,5206,11441,521,126,0,0,0,0,0,0,0,0,0,0,0,1,4,799,0,174,138,368,1,13,37,0,1308,0,0,17,0,6,3,2,2,51,903,4106,242,37,279,406,5,20,237,373,42,74,1436,-99,-99,-99,298,304,63,19,135,0,0,83,144,1,7,452,0,4.2,2.5,4.9,1.5,0,0,2.3,2.2,6,7,0,106,0,866,111,217,62,14,50,1,1,28,53,12,19,240,0,42.7,35,30.4,29,72,420,21.9,26.4,33.8,50.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,14,23,21,0,0,3,36,0,1,0,0,0,2,0,7,63,237,0,1,0,8,2,0,10,25,32,13,23,0,0,5,9,18,35,3,7,179,9,3.48,18.21875,11.91620112,13,2.956521739,0,0,5.4,2.333333333,4.444444444,15.65714286,1,30,37.44444444,3.48,26.09375,16.02234637,13,2.956521739,0,0,5.4,2.333333333,4.444444444,18.45714286,1,72,47.55555556
2020,WHATCOM,228000,14099,7920,33853,58721,114594,14976,8103,34498,55829,113406,0,0,0,0,0,0,0,0,0,3,36,1589,3,1185,2213,503,28,238,121,0,0,40,0,7,8,24,11390,1,2317,95,664,7592,14371,552,133,0,0,0,0,0,0,0,0,0,0,0,0,12,716,1,234,156,236,1,13,28,0,887,0,0,21,2,10,1,2,0,60,897,3571,230,64,285,325,16,40,253,519,62,72,1572,-99,-99,-99,-99,222,67,0,87,0,0,62,114,1,13,344,0,4.3,2.9,0,2,0,0,3.6,2.1,6,5,0,94,1,650,87,182,54,0,50,4,2,23,37,7,30,207,0,32.5,38.2,0,34.4,54,346,24,22.6,44.3,60.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,15,17,11,0,0,2,44,0,0,0,0,1,1,0,10,66,210,0,0,2,17,3,5,22,9,63,12,7,0,2,1,3,19,33,10,9,172,4,3.222222222,35.71428571,45.59883721,40.83333333,4.714285714,0,234.5,30,2.666666667,30.68421053,54.15151515,2.8,194.6666667,96,3.222222222,43.49206349,58.21511628,52.5,4.714285714,0,308,30,2.666666667,42.84210526,75.36363636,2.8,235.8888889,118.75
1990,WHITMAN,38775,2367,1040,9809,5510,18726,2433,1127,11459,5030,20049,98,6,229,0,59,10,3,950,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2,27,61,0,7,906,4,4,123,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,2,0,19,22,0,4,80,1,23,7,34,31,3,7,3,0,0,0,13,0,2,28,0,4.3,3.5,4.6,1,0,0,0,2.8,0,6,0,8,0,4,0,8,1,1,1,1,0,1,2,1,2,10,0,18,27.8,22,17,27,0,29,14,36,50.5,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1991,WHITMAN,38622,2365,1073,9736,5512,18667,2443,1164,11328,5047,19955,80,4,207,0,30,9,1,1000,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,28,63,0,4,1056,4,0,176,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,36,33,0,3,96,1,20,5,34,26,5,9,6,0,0,0,8,0,0,28,0,3.1,2.5,2.7,1,0,0,0,3,0,0,0,4,0,2,1,5,1,2,0,0,0,0,0,0,1,4,0,75,46.3,40,0,0,0,0,0,0,30,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1992,WHITMAN,39217,2411,1126,9825,5647,18996,2503,1209,11352,5189,20221,80,9,233,2,35,14,2,908,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,27,51,0,7,967,2,6,139,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,46,34,0,9,109,1,19,6,34,26,3,5,7,0,0,1,12,0,0,28,0,3,1.9,3,1.1,0,0,4,1.5,0,0,0,4,0,0,0,4,1,1,2,0,0,0,0,0,1,5,0,17,28.6,12.1,18,0,0,0,0,0,78,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1993,WHITMAN,39545,2430,1176,9866,5757,19201,2538,1246,11291,5306,20344,64,3,185,1,36,18,5,757,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,20,99,1,9,1102,7,0,121,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,31,26,0,8,77,2,17,6,34,25,6,2,2,0,0,0,17,0,2,29,0,4.7,2.8,4,1,0,0,0,1.7,0,6.5,0,4,0,0,1,5,0,1,3,0,0,0,2,0,2,8,0,0,56.4,14,84.7,0,0,0,17,0,74.5,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1994,WHITMAN,39722,2440,1211,9841,5875,19345,2560,1276,11143,5430,20377,41,9,121,0,31,16,2,648,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,14,61,0,3,668,3,2,93,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,21,28,3,3,85,2,20,9,34,31,3,3,3,0,0,2,13,0,0,24,0,4.6,3.2,5.3,4,0,0,3.5,2.1,0,0,0,11,0,0,1,12,2,4,0,0,1,0,4,0,4,15,0,62.5,75.3,57.8,0,0,347,0,16.5,0,90.3,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1995,WHITMAN,40138,2455,1262,9873,6033,19598,2586,1319,11072,5598,20540,41,13,198,0,21,10,2,742,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,16,43,0,2,305,2,0,23,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,16,25,0,10,70,0,19,14,34,33,6,2,10,0,0,2,6,3,1,30,0,4,4.7,12,4.6,0,0,5.5,1.9,6,6,0,7,0,0,4,11,1,4,2,0,0,0,4,0,1,12,0,54,40.8,58.4,32.5,0,0,0,19.5,0,59.5,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1996,WHITMAN,40582,2464,1309,9912,6203,19864,2608,1361,11000,5776,20718,18,1,85,0,8,2,1,433,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,29,0,1,319,1,1,38,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,19,34,1,5,80,1,23,8,34,32,2,3,2,0,0,0,9,0,2,18,0,2.5,3.9,7.7,1,0,0,0,2.7,0,8,0,7,0,2,1,8,1,3,0,0,0,2,4,0,1,11,0,36,29.3,27.7,0,0,0,18,36.5,0,21,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1997,WHITMAN,40815,2456,1320,9959,6302,20017,2612,1365,10963,5884,20798,34,5,224,0,23,23,4,857,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,29,112,0,7,1126,5,4,138,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,1,0,12,30,5,6,82,1,23,9,34,33,2,8,4,0,0,2,16,0,1,33,0,4.7,4.6,6.9,4.1,0,0,2.5,3.9,0,3,0,5,0,2,3,8,0,2,3,0,0,0,0,1,0,6,0,0,70.3,63,28.7,0,0,0,0,210,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1998,WHITMAN,41058,2437,1318,10052,6405,20178,2602,1346,10970,6000,20880,40,13,213,0,39,20,1,747,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,29,49,0,1,416,2,0,32,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,1,0,17,30,0,6,105,0,20,12,34,32,4,4,12,0,0,3,12,2,0,37,0,1.6,3.4,5,3,0,0,1.3,2.9,11.5,0,0,5,0,0,3,8,1,2,1,1,0,0,2,0,1,8,0,54,26.5,13,21,36,0,0,22,0,31,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1999,WHITMAN,41192,2406,1294,10133,6475,20291,2581,1307,10939,6086,20901,26,10,160,0,41,19,4,724,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,42,141,0,3,1286,6,1,128,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,0,0,16,21,0,8,85,0,25,13,34,38,15,9,13,0,0,2,15,1,2,57,0,2.4,2.4,2.2,1.5,0,0,2,2.4,12,4,0,10,0,0,0,10,2,0,0,0,0,0,0,2,6,10,0,52.5,76.1,0,0,0,0,0,0,62.5,88.5,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2000,WHITMAN,40740,2316,1273,10079,6455,20123,2499,1277,10754,6087,20617,38,10,223,0,34,21,5,665,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,48,107,0,10,1587,3,5,134,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,1,0,23,27,1,6,103,1,24,14,34,39,8,4,17,0,0,4,16,0,2,51,0,6,3,3.2,2,0,0,2.2,2.7,0,3.5,0,11,0,0,1,12,3,2,1,0,0,1,5,0,2,14,0,68.7,41.2,41.5,21,0,0,20,25.8,0,59,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2001,WHITMAN,40300,2254,1254,9958,6443,19909,2431,1249,10628,6082,20391,28,19,212,0,31,32,7,741,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,27,138,0,6,1304,6,4,129,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,33,2,0,24,42,4,12,132,1,16,16,34,33,4,4,4,0,0,5,11,0,0,28,0,7.8,4,5.8,2.2,0,0,4.3,2.4,0,0,0,6,0,0,1,7,2,0,2,0,0,1,0,0,3,8,0,20,91.9,0,19.5,0,0,14,0,0,214,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2002,WHITMAN,40600,2233,1256,10007,6560,20054,2407,1245,10696,6199,20546,48,7,256,0,45,15,8,881,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,95,0,9,604,3,1,54,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,33,0,0,12,48,0,5,120,1,17,18,34,36,10,5,14,0,0,4,12,0,4,49,0,5,3.5,3.7,2.2,0,0,4.1,1.8,0,9,0,18,0,0,3,21,2,8,6,0,1,0,3,3,4,27,0,36,67.6,95.6,22.8,0,219,0,78,33.3,74.5,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
